file_path,file_name,source_type,product_name,dataset_name,title,platform_id,scene_id,start_time,end_time,x_size,y_size,band_id,band_wavelength,scene_center_lat,scene_center_lon
raw/goes_cmi/ABI-L2-CMIPC_2025_127_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251271801171_e20251271803556_c20251271804067.nc,ABI-L2-CMIPC_2025_127_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251271801171_e20251271803556_c20251271804067.nc,CMI,ABI-L2-CMIPC-M6C13,OR_ABI-L2-CMIPC-M6C13_G19_s20251271801171_e20251271803556_c20251271804067.nc,ABI L2 Cloud and Moisture Imagery,G19,CONUS,2025-05-07 18:01:17.100000+00:00,2025-05-07 18:03:55.600000+00:00,2500,1500,13,10.329999923706055,,
raw/goes_cmi/ABI-L2-CMIPC_2025_128_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251281801172_e20251281803557_c20251281804053.nc,ABI-L2-CMIPC_2025_128_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251281801172_e20251281803557_c20251281804053.nc,CMI,ABI-L2-CMIPC-M6C13,OR_ABI-L2-CMIPC-M6C13_G19_s20251281801172_e20251281803557_c20251281804053.nc,ABI L2 Cloud and Moisture Imagery,G19,CONUS,2025-05-08 18:01:17.200000+00:00,2025-05-08 18:03:55.700000+00:00,2500,1500,13,10.329999923706055,,
raw/goes_cmi/ABI-L2-CMIPC_2025_129_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251291801173_e20251291803559_c20251291804081.nc,ABI-L2-CMIPC_2025_129_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251291801173_e20251291803559_c20251291804081.nc,CMI,ABI-L2-CMIPC-M6C13,OR_ABI-L2-CMIPC-M6C13_G19_s20251291801173_e20251291803559_c20251291804081.nc,ABI L2 Cloud and Moisture Imagery,G19,CONUS,2025-05-09 18:01:17.300000+00:00,2025-05-09 18:03:55.900000+00:00,2500,1500,13,10.329999923706055,,
raw/goes_cmi/ABI-L2-CMIPC_2025_130_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251301801174_e20251301803559_c20251301804054.nc,ABI-L2-CMIPC_2025_130_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251301801174_e20251301803559_c20251301804054.nc,CMI,ABI-L2-CMIPC-M6C13,OR_ABI-L2-CMIPC-M6C13_G19_s20251301801174_e20251301803559_c20251301804054.nc,ABI L2 Cloud and Moisture Imagery,G19,CONUS,2025-05-10 18:01:17.400000+00:00,2025-05-10 18:03:55.900000+00:00,2500,1500,13,10.329999923706055,,
raw/goes_cmi/ABI-L2-CMIPC_2025_131_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251311801175_e20251311803559_c20251311804037.nc,ABI-L2-CMIPC_2025_131_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251311801175_e20251311803559_c20251311804037.nc,CMI,ABI-L2-CMIPC-M6C13,OR_ABI-L2-CMIPC-M6C13_G19_s20251311801175_e20251311803559_c20251311804037.nc,ABI L2 Cloud and Moisture Imagery,G19,CONUS,2025-05-11 18:01:17.500000+00:00,2025-05-11 18:03:55.900000+00:00,2500,1500,13,10.329999923706055,,
raw/goes_cmi/ABI-L2-CMIPC_2025_132_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251321801176_e20251321803561_c20251321804063.nc,ABI-L2-CMIPC_2025_132_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251321801176_e20251321803561_c20251321804063.nc,CMI,ABI-L2-CMIPC-M6C13,OR_ABI-L2-CMIPC-M6C13_G19_s20251321801176_e20251321803561_c20251321804063.nc,ABI L2 Cloud and Moisture Imagery,G19,CONUS,2025-05-12 18:01:17.600000+00:00,2025-05-12 18:03:56.100000+00:00,2500,1500,13,10.329999923706055,,
raw/goes_cmi/ABI-L2-CMIPC_2025_133_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251331801177_e20251331803562_c20251331804071.nc,ABI-L2-CMIPC_2025_133_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251331801177_e20251331803562_c20251331804071.nc,CMI,ABI-L2-CMIPC-M6C13,OR_ABI-L2-CMIPC-M6C13_G19_s20251331801177_e20251331803562_c20251331804071.nc,ABI L2 Cloud and Moisture Imagery,G19,CONUS,2025-05-13 18:01:17.700000+00:00,2025-05-13 18:03:56.200000+00:00,2500,1500,13,10.329999923706055,,
raw/goes_cmi/ABI-L2-CMIPC_2025_134_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251341801178_e20251341803563_c20251341804054.nc,ABI-L2-CMIPC_2025_134_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251341801178_e20251341803563_c20251341804054.nc,CMI,ABI-L2-CMIPC-M6C13,OR_ABI-L2-CMIPC-M6C13_G19_s20251341801178_e20251341803563_c20251341804054.nc,ABI L2 Cloud and Moisture Imagery,G19,CONUS,2025-05-14 18:01:17.800000+00:00,2025-05-14 18:03:56.300000+00:00,2500,1500,13,10.329999923706055,,
raw/goes_cmi/ABI-L2-CMIPC_2025_135_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251351801179_e20251351803563_c20251351804084.nc,ABI-L2-CMIPC_2025_135_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251351801179_e20251351803563_c20251351804084.nc,CMI,ABI-L2-CMIPC-M6C13,OR_ABI-L2-CMIPC-M6C13_G19_s20251351801179_e20251351803563_c20251351804084.nc,ABI L2 Cloud and Moisture Imagery,G19,CONUS,2025-05-15 18:01:17.900000+00:00,2025-05-15 18:03:56.300000+00:00,2500,1500,13,10.329999923706055,,
raw/goes_cmi/ABI-L2-CMIPC_2025_136_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251361801180_e20251361803565_c20251361804073.nc,ABI-L2-CMIPC_2025_136_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251361801180_e20251361803565_c20251361804073.nc,CMI,ABI-L2-CMIPC-M6C13,OR_ABI-L2-CMIPC-M6C13_G19_s20251361801180_e20251361803565_c20251361804073.nc,ABI L2 Cloud and Moisture Imagery,G19,CONUS,2025-05-16 18:01:18+00:00,2025-05-16 18:03:56.500000+00:00,2500,1500,13,10.329999923706055,,
raw/goes_cmi/ABI-L2-CMIPC_2025_137_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251371801181_e20251371803565_c20251371804069.nc,ABI-L2-CMIPC_2025_137_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251371801181_e20251371803565_c20251371804069.nc,CMI,ABI-L2-CMIPC-M6C13,OR_ABI-L2-CMIPC-M6C13_G19_s20251371801181_e20251371803565_c20251371804069.nc,ABI L2 Cloud and Moisture Imagery,G19,CONUS,2025-05-17 18:01:18.100000+00:00,2025-05-17 18:03:56.500000+00:00,2500,1500,13,10.329999923706055,,
raw/goes_cmi/ABI-L2-CMIPC_2025_138_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251381801170_e20251381803555_c20251381804050.nc,ABI-L2-CMIPC_2025_138_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251381801170_e20251381803555_c20251381804050.nc,CMI,ABI-L2-CMIPC-M6C13,OR_ABI-L2-CMIPC-M6C13_G19_s20251381801170_e20251381803555_c20251381804050.nc,ABI L2 Cloud and Moisture Imagery,G19,CONUS,2025-05-18 18:01:17+00:00,2025-05-18 18:03:55.500000+00:00,2500,1500,13,10.329999923706055,,
raw/goes_cmi/ABI-L2-CMIPC_2025_139_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251391801171_e20251391803556_c20251391804078.nc,ABI-L2-CMIPC_2025_139_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251391801171_e20251391803556_c20251391804078.nc,CMI,ABI-L2-CMIPC-M6C13,OR_ABI-L2-CMIPC-M6C13_G19_s20251391801171_e20251391803556_c20251391804078.nc,ABI L2 Cloud and Moisture Imagery,G19,CONUS,2025-05-19 18:01:17.100000+00:00,2025-05-19 18:03:55.600000+00:00,2500,1500,13,10.329999923706055,,
raw/goes_cmi/ABI-L2-CMIPC_2025_140_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251401801172_e20251401803557_c20251401804042.nc,ABI-L2-CMIPC_2025_140_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251401801172_e20251401803557_c20251401804042.nc,CMI,ABI-L2-CMIPC-M6C13,OR_ABI-L2-CMIPC-M6C13_G19_s20251401801172_e20251401803557_c20251401804042.nc,ABI L2 Cloud and Moisture Imagery,G19,CONUS,2025-05-20 18:01:17.200000+00:00,2025-05-20 18:03:55.700000+00:00,2500,1500,13,10.329999923706055,,
raw/goes_cmi/ABI-L2-CMIPC_2025_141_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251411801173_e20251411803558_c20251411804050.nc,ABI-L2-CMIPC_2025_141_18_OR_ABI-L2-CMIPC-M6C13_G19_s20251411801173_e20251411803558_c20251411804050.nc,CMI,ABI-L2-CMIPC-M6C13,OR_ABI-L2-CMIPC-M6C13_G19_s20251411801173_e20251411803558_c20251411804050.nc,ABI L2 Cloud and Moisture Imagery,G19,CONUS,2025-05-21 18:01:17.300000+00:00,2025-05-21 18:03:55.800000+00:00,2500,1500,13,10.329999923706055,,
